id,domain,field,difficulty,agent,avg_similarity,equivalent,completion,duration_seconds,input_tokens,output_tokens
a-10-5,Bioinformatics,Clinical Bioinformatics,medium,toolsgenie,1.0,true,true,449.440118,75492.0,9205.0
a-11-1,Bioinformatics,Functional and Network Analysis,medium,biomni,0.86,true,true,81.249005,91822.0,3104.0
a-11-1,Bioinformatics,Functional and Network Analysis,medium,stella,0.79,true,true,65.856409,233183.0,12721.0
a-11-1,Bioinformatics,Functional and Network Analysis,medium,toolsgenie,0.6496982615359554,true,true,83.066949,38551.0,4765.0
a-11-10,Bioinformatics,Functional and Network Analysis,medium,biomni,1.0,true,true,65.658948,63513.0,2826.0
a-11-10,Bioinformatics,Functional and Network Analysis,medium,stella,1.0,true,true,70.249034,266623.0,12386.0
a-11-10,Bioinformatics,Functional and Network Analysis,medium,toolsgenie,1.0,true,true,232.589087,126263.0,12209.0
a-11-2,Bioinformatics,Functional and Network Analysis,high,biomni,0.7477678571428571,true,true,122.877307,67946.0,4826.0
a-11-2,Bioinformatics,Functional and Network Analysis,high,stella,0.5153496289878093,true,true,97.67812,381397.0,28703.0
a-11-2,Bioinformatics,Functional and Network Analysis,high,toolsgenie,0.3035034997254781,false,true,201.171459,88919.0,9206.0
a-11-3,Bioinformatics,Functional and Network Analysis,medium,biomni,0.2166666666666667,false,true,59.834842,68441.0,2560.0
a-11-3,Bioinformatics,Functional and Network Analysis,medium,stella,1.0,true,true,55.250307,144538.0,7102.0
a-11-3,Bioinformatics,Functional and Network Analysis,medium,toolsgenie,1.0,true,true,55.449112,23826.0,3144.0
a-11-4,Bioinformatics,Functional and Network Analysis,medium,biomni,0.6245037903548116,true,true,182.723372,156501.0,8269.0
a-11-4,Bioinformatics,Functional and Network Analysis,medium,stella,0.6279865270951066,true,true,355.093909,611615.0,44231.0
a-11-4,Bioinformatics,Functional and Network Analysis,medium,toolsgenie,0.5732233047033632,true,true,240.543908,65058.0,9579.0
a-11-5,Bioinformatics,Functional and Network Analysis,medium,biomni,0.9999999999999983,true,true,74.463453,43660.0,3401.0
a-11-5,Bioinformatics,Functional and Network Analysis,medium,stella,0.9999999999999962,true,true,55.245052,159373.0,4917.0
a-11-5,Bioinformatics,Functional and Network Analysis,medium,toolsgenie,0.9999999999999984,true,true,80.458008,27389.0,4105.0
a-11-6,Bioinformatics,Functional and Network Analysis,medium,biomni,0.08,false,true,297.831205,278714.0,9393.0
a-11-6,Bioinformatics,Functional and Network Analysis,medium,stella,0.08,false,true,439.338037,1905238.0,87606.0
a-11-6,Bioinformatics,Functional and Network Analysis,medium,toolsgenie,0.08,false,true,508.636748,150290.0,24865.0
a-11-7,Bioinformatics,Functional and Network Analysis,medium,biomni,0.3671256984243834,false,true,96.08238,63778.0,5268.0
a-11-7,Bioinformatics,Functional and Network Analysis,medium,stella,0.3804590317577167,false,true,134.5072,472608.0,30854.0
a-11-7,Bioinformatics,Functional and Network Analysis,medium,toolsgenie,0.04,false,true,144.315173,81245.0,7850.0
a-11-8,Bioinformatics,Functional and Network Analysis,high,biomni,0.86,true,true,89.47315,67559.0,4545.0
a-11-8,Bioinformatics,Functional and Network Analysis,high,stella,0.64,true,true,86.670425,259330.0,24568.0
a-11-8,Bioinformatics,Functional and Network Analysis,high,toolsgenie,0.81,true,true,68.659379,31000.0,4112.0
a-11-9,Bioinformatics,Functional and Network Analysis,medium,biomni,0.65,true,true,89.674646,55755.0,4333.0
a-11-9,Bioinformatics,Functional and Network Analysis,medium,stella,0.71,true,true,65.650615,175937.0,8465.0
a-11-9,Bioinformatics,Functional and Network Analysis,medium,toolsgenie,0.66,true,true,356.110974,133467.0,14134.0
a-12-1,Bioinformatics,Phylogenetics/Evolution,medium,biomni,0.2,false,true,91.280407,79621.0,4519.0
a-12-1,Bioinformatics,Phylogenetics/Evolution,medium,stella,0.98,true,true,366.486961,2309410.0,20115.0
a-12-1,Bioinformatics,Phylogenetics/Evolution,medium,toolsgenie,0.965,true,true,348.29569,58426.0,4479.0
a-12-2,Bioinformatics,Phylogenetics/Evolution,medium,biomni,0.08,false,true,64.463091,87272.0,2714.0
a-12-2,Bioinformatics,Phylogenetics/Evolution,medium,stella,0.94,true,true,545.232298,1038430.0,20633.0
a-12-2,Bioinformatics,Phylogenetics/Evolution,medium,toolsgenie,0.9,true,true,111.891068,54874.0,5947.0
a-12-3,Bioinformatics,Phylogenetics/Evolution,low,biomni,0.0,false,true,77.076047,88183.0,3027.0
a-12-3,Bioinformatics,Phylogenetics/Evolution,low,stella,0.0,false,true,82.069613,215659.0,15112.0
a-12-3,Bioinformatics,Phylogenetics/Evolution,low,toolsgenie,0.0,false,true,210.99914,138716.0,12017.0
a-12-4,Bioinformatics,Phylogenetics/Evolution,medium,biomni,0.6049350085106615,true,true,73.465682,55504.0,3745.0
a-12-4,Bioinformatics,Phylogenetics/Evolution,medium,stella,0.0,false,false,75.473297,98736.0,11689.0
a-12-4,Bioinformatics,Phylogenetics/Evolution,medium,toolsgenie,0.4574238200686458,false,true,133.311081,33139.0,6364.0
a-12-5,Bioinformatics,Phylogenetics/Evolution,medium,biomni,0.9,true,true,57.451478,64781.0,2824.0
a-12-5,Bioinformatics,Phylogenetics/Evolution,medium,stella,0.95,true,true,51.840388,122320.0,7266.0
a-12-5,Bioinformatics,Phylogenetics/Evolution,medium,toolsgenie,0.95,true,true,69.469612,35055.0,2840.0
a-13-1,Bioinformatics,Synthetic Biology,medium,biomni,0.0,false,true,128.101763,141865.0,3701.0
a-13-1,Bioinformatics,Synthetic Biology,medium,stella,0.0,false,true,60.449178,151764.0,9351.0
a-13-1,Bioinformatics,Synthetic Biology,medium,toolsgenie,0.655557362112067,true,true,76.447265,29234.0,4772.0
a-13-2,Bioinformatics,Synthetic Biology,low,biomni,0.9992784516738185,true,true,97.459691,147845.0,4190.0
a-13-2,Bioinformatics,Synthetic Biology,low,stella,0.9992800915599775,true,true,69.056239,160479.0,9353.0
a-13-2,Bioinformatics,Synthetic Biology,low,toolsgenie,0.9999967202276818,true,true,181.932953,59543.0,10149.0
a-13-3,Bioinformatics,Synthetic Biology,high,biomni,0.135,false,true,107.29758,102470.0,5416.0
a-13-3,Bioinformatics,Synthetic Biology,high,stella,0.09,false,true,772.414178,12764936.0,132398.0
a-13-3,Bioinformatics,Synthetic Biology,high,toolsgenie,0.86,true,true,95.073851,45997.0,5722.0
a-13-4,Bioinformatics,Synthetic Biology,high,biomni,0.8075499102701248,true,true,74.246645,51184.0,3485.0
a-13-4,Bioinformatics,Synthetic Biology,high,stella,0.8075499102701248,true,true,49.244978,81871.0,5137.0
a-13-4,Bioinformatics,Synthetic Biology,high,toolsgenie,1.0,true,true,167.53568,69810.0,6781.0
a-13-5,Bioinformatics,Synthetic Biology,high,biomni,0.9847474660243052,true,true,71.64715,44814.0,3115.0
a-13-5,Bioinformatics,Synthetic Biology,high,stella,0.6417642642642643,true,true,61.447371,121226.0,9330.0
a-13-5,Bioinformatics,Synthetic Biology,high,toolsgenie,0.9947522522522523,true,true,144.113176,30619.0,4247.0
a-14-1,Bioinformatics,Structural Bioinformatics,high,biomni,0.3019069426509729,false,false,3600.176351,,
a-14-1,Bioinformatics,Structural Bioinformatics,high,stella,0.0,false,false,3600.076983,,
a-14-1,Bioinformatics,Structural Bioinformatics,high,toolsgenie,0.1133035770165797,false,true,1005.609661,108145.0,16373.0
a-14-2,Bioinformatics,Structural Bioinformatics,high,biomni,0.0,false,true,72.861036,45111.0,2914.0
a-14-2,Bioinformatics,Structural Bioinformatics,high,stella,0.0,false,true,97.876173,156791.0,13864.0
a-14-2,Bioinformatics,Structural Bioinformatics,high,toolsgenie,0.0,false,true,124.885707,36821.0,3878.0
a-14-3,Bioinformatics,Structural Bioinformatics,medium,biomni,0.0,false,true,70.656319,40483.0,3273.0
a-14-3,Bioinformatics,Structural Bioinformatics,medium,stella,0.0,false,true,63.253525,109229.0,9850.0
a-14-3,Bioinformatics,Structural Bioinformatics,medium,toolsgenie,0.0,false,true,180.155688,38909.0,4742.0
a-14-4,Bioinformatics,Structural Bioinformatics,medium,biomni,0.72,true,true,88.871769,67603.0,4782.0
a-14-4,Bioinformatics,Structural Bioinformatics,medium,stella,0.76,true,true,127.696751,1002655.0,27693.0
a-14-4,Bioinformatics,Structural Bioinformatics,medium,toolsgenie,0.98,true,true,87.469961,42106.0,5176.0
a-14-5,Bioinformatics,Structural Bioinformatics,medium,biomni,0.0,false,true,64.313582,101498.0,3059.0
a-14-5,Bioinformatics,Structural Bioinformatics,medium,stella,0.0,false,true,57.047758,124291.0,8664.0
a-14-5,Bioinformatics,Structural Bioinformatics,medium,toolsgenie,0.0,false,true,162.563008,37593.0,4427.0
a-15-1,Bioinformatics,Multi-Omics Integration,medium,biomni,0.9999999999999937,true,true,109.712586,50024.0,3792.0
a-15-1,Bioinformatics,Multi-Omics Integration,medium,stella,1.0,true,true,124.890322,470659.0,14495.0
a-15-1,Bioinformatics,Multi-Omics Integration,medium,toolsgenie,0.9999999999999933,true,true,247.854108,49973.0,7986.0
a-15-10,Bioinformatics,Multi-Omics Integration,high,biomni,0.3433564465116423,false,true,97.137762,66902.0,4666.0
a-15-10,Bioinformatics,Multi-Omics Integration,high,stella,0.0,false,true,64.849102,207048.0,11745.0
a-15-10,Bioinformatics,Multi-Omics Integration,high,toolsgenie,0.9999999999999977,true,true,375.131773,92261.0,12319.0
a-15-2,Bioinformatics,Multi-Omics Integration,high,biomni,0.2686311100164567,false,true,306.833296,217556.0,11809.0
a-15-2,Bioinformatics,Multi-Omics Integration,high,stella,0.9999999999999977,true,true,1605.368483,2861149.0,70478.0
a-15-2,Bioinformatics,Multi-Omics Integration,high,toolsgenie,0.0,false,false,2434.126146,695525.0,89216.0
a-15-3,Bioinformatics,Multi-Omics Integration,high,biomni,0.9984918112821666,true,true,74.126406,101865.0,3369.0
a-15-3,Bioinformatics,Multi-Omics Integration,high,stella,0.9975579582675707,true,true,61.65565,138595.0,9676.0
a-15-3,Bioinformatics,Multi-Omics Integration,high,toolsgenie,0.9974627512264755,true,true,211.571899,89594.0,8727.0
a-15-4,Bioinformatics,Multi-Omics Integration,medium,biomni,1.0,true,true,80.670646,49851.0,3423.0
a-15-4,Bioinformatics,Multi-Omics Integration,medium,stella,1.0,true,true,86.470355,301813.0,16666.0
a-15-4,Bioinformatics,Multi-Omics Integration,medium,toolsgenie,1.0,true,true,136.504266,82664.0,8391.0
a-15-5,Bioinformatics,Multi-Omics Integration,medium,biomni,0.5714285714285714,true,true,150.931134,109166.0,7455.0
a-15-5,Bioinformatics,Multi-Omics Integration,medium,stella,0.5714285714285714,true,true,66.854621,47292.0,7917.0
a-15-5,Bioinformatics,Multi-Omics Integration,medium,toolsgenie,1.0,true,true,69.474428,40714.0,4348.0
a-15-6,Bioinformatics,Multi-Omics Integration,high,biomni,0.9722208333506942,true,true,132.910076,111224.0,5715.0
a-15-6,Bioinformatics,Multi-Omics Integration,high,stella,0.8888875000173608,true,true,95.470073,297758.0,16863.0
a-15-6,Bioinformatics,Multi-Omics Integration,high,toolsgenie,0.9697383490804293,true,true,136.314765,86723.0,9120.0
a-15-7,Bioinformatics,Multi-Omics Integration,high,biomni,0.7419444444444445,true,true,988.328686,175772.0,7532.0
a-15-7,Bioinformatics,Multi-Omics Integration,high,stella,0.6899603174603175,true,true,111.080346,695797.0,27327.0
a-15-7,Bioinformatics,Multi-Omics Integration,high,toolsgenie,0.6245238095238096,true,true,469.171997,136517.0,19520.0
a-15-8,Bioinformatics,Multi-Omics Integration,high,biomni,0.42,false,true,2171.773005,358793.0,13873.0
a-15-8,Bioinformatics,Multi-Omics Integration,high,stella,0.0,false,false,3600.105787,,
a-15-8,Bioinformatics,Multi-Omics Integration,high,toolsgenie,0.0,false,false,3600.239363,,
a-15-9,Bioinformatics,Multi-Omics Integration,high,biomni,0.4215117088717796,false,true,194.214564,186075.0,8679.0
a-15-9,Bioinformatics,Multi-Omics Integration,high,stella,0.3241368481711838,false,true,780.241714,5407206.0,30642.0
a-15-9,Bioinformatics,Multi-Omics Integration,high,toolsgenie,0.4292582985518475,false,true,187.170919,70077.0,7551.0
a-2-1,Bioinformatics,Genomics,low,biomni,1.0,true,true,91.277532,48512.0,3023.0
a-2-1,Bioinformatics,Genomics,low,stella,0.0,false,false,129.08913,913735.0,24631.0
a-2-1,Bioinformatics,Genomics,low,toolsgenie,1.0,true,true,82.733941,23266.0,3029.0
a-2-10,Bioinformatics,Genomics,medium,biomni,1.0,true,true,53.267921,26286.0,2029.0
a-2-10,Bioinformatics,Genomics,medium,stella,1.0,true,true,79.054517,181598.0,9517.0
a-2-10,Bioinformatics,Genomics,medium,toolsgenie,1.0,true,true,65.183324,40492.0,3172.0
a-2-13,Bioinformatics,Genomics,medium,biomni,0.1195652173913044,false,true,86.343572,91995.0,3865.0
a-2-13,Bioinformatics,Genomics,medium,stella,0.5,true,true,65.639058,134683.0,5125.0
a-2-13,Bioinformatics,Genomics,medium,toolsgenie,0.5,true,true,109.692153,67886.0,5513.0
a-2-15,Bioinformatics,Genomics,high,biomni,0.94,true,true,77.478982,54102.0,3728.0
a-2-15,Bioinformatics,Genomics,high,stella,0.9,true,true,65.445585,183826.0,12021.0
a-2-15,Bioinformatics,Genomics,high,toolsgenie,0.9,true,true,75.059583,34278.0,4778.0
a-2-3,Bioinformatics,Genomics,medium,biomni,0.5260640940708844,true,true,232.004868,329822.0,11964.0
a-2-3,Bioinformatics,Genomics,medium,stella,0.9936389167508217,true,true,428.534707,17003869.0,26667.0
a-2-3,Bioinformatics,Genomics,medium,toolsgenie,0.8745570486387422,true,true,1207.872563,161328.0,13584.0
a-2-5,Bioinformatics,Genomics,medium,biomni,0.72,true,true,95.87903,59288.0,4826.0
a-2-5,Bioinformatics,Genomics,medium,stella,0.32,false,true,101.075629,562473.0,21369.0
a-2-5,Bioinformatics,Genomics,medium,toolsgenie,0.26,false,true,97.476139,40695.0,5555.0
a-2-6,Bioinformatics,Genomics,medium,biomni,0.0,false,true,266.165563,288938.0,6385.0
a-2-6,Bioinformatics,Genomics,medium,stella,0.9299767269992476,true,true,771.01992,14556618.0,14662.0
a-2-6,Bioinformatics,Genomics,medium,toolsgenie,0.0,false,true,462.698296,142261.0,12826.0
a-2-7,Bioinformatics,Genomics,low,biomni,0.88,true,true,90.877264,52858.0,4212.0
a-2-7,Bioinformatics,Genomics,low,stella,0.92,true,true,46.638161,102844.0,6401.0
a-2-7,Bioinformatics,Genomics,low,toolsgenie,0.82,true,true,50.647108,16356.0,2461.0
a-2-8,Bioinformatics,Genomics,medium,biomni,0.2119818736099102,false,true,179.142506,142536.0,9745.0
a-2-8,Bioinformatics,Genomics,medium,stella,0.2808478334707636,false,true,196.156848,526903.0,28025.0
a-2-8,Bioinformatics,Genomics,medium,toolsgenie,0.7246705028796278,true,true,391.903408,131418.0,12502.0
a-2-9,Bioinformatics,Genomics,medium,biomni,1.0,true,true,69.06374,49718.0,2966.0
a-2-9,Bioinformatics,Genomics,medium,stella,1.0,true,true,74.061007,218584.0,10953.0
a-2-9,Bioinformatics,Genomics,medium,toolsgenie,0.07728041366103515,false,true,163.131623,52665.0,5664.0
a-3-1,Bioinformatics,Transcriptomics,medium,biomni,0.0,false,true,2352.787964,73859.0,3699.0
a-3-1,Bioinformatics,Transcriptomics,medium,stella,0.0,false,true,141.910344,473011.0,22536.0
a-3-1,Bioinformatics,Transcriptomics,medium,toolsgenie,0.0,false,true,139.713605,61606.0,8178.0
a-3-10,Bioinformatics,Transcriptomics,low,biomni,1.0,true,true,170.748069,548185.0,11407.0
a-3-10,Bioinformatics,Transcriptomics,low,stella,1.0,true,true,64.446518,219179.0,8811.0
a-3-10,Bioinformatics,Transcriptomics,low,toolsgenie,1.0,true,true,68.463621,33247.0,3717.0
a-3-11,Bioinformatics,Transcriptomics,medium,biomni,0.4175,false,true,110.6988,64242.0,5830.0
a-3-11,Bioinformatics,Transcriptomics,medium,stella,0.855,true,true,189.350174,5515839.0,31135.0
a-3-11,Bioinformatics,Transcriptomics,medium,toolsgenie,0.3825,false,true,644.921242,156067.0,31035.0
a-3-12,Bioinformatics,Transcriptomics,medium,biomni,0.0,false,true,103.884175,111538.0,4498.0
a-3-12,Bioinformatics,Transcriptomics,medium,stella,0.0,false,true,70.656075,568203.0,15701.0
a-3-12,Bioinformatics,Transcriptomics,medium,toolsgenie,0.0,false,true,119.099095,80041.0,7804.0
a-3-13,Bioinformatics,Transcriptomics,high,biomni,0.0,false,true,342.11339,276094.0,11073.0
a-3-13,Bioinformatics,Transcriptomics,high,stella,0.0,false,false,401.133512,14498896.0,192424.0
a-3-13,Bioinformatics,Transcriptomics,high,toolsgenie,0.7663551401869159,true,true,334.449108,58823.0,4675.0
a-3-14,Bioinformatics,Transcriptomics,medium,biomni,0.9971751337296975,true,true,75.266733,49478.0,3312.0
a-3-14,Bioinformatics,Transcriptomics,medium,stella,0.6245515317129616,true,true,91.670413,212381.0,16637.0
a-3-14,Bioinformatics,Transcriptomics,medium,toolsgenie,,false,true,102.675623,56687.0,5647.0
a-3-15,Bioinformatics,Transcriptomics,low,biomni,1.0,true,true,55.051223,41218.0,2877.0
a-3-15,Bioinformatics,Transcriptomics,low,stella,1.0,true,true,66.860658,156572.0,9478.0
a-3-15,Bioinformatics,Transcriptomics,low,toolsgenie,1.0,true,true,59.05078,22185.0,2256.0
a-3-2,Bioinformatics,Transcriptomics,medium,biomni,0.03036437246963563,false,true,363.108193,443417.0,12438.0
a-3-2,Bioinformatics,Transcriptomics,medium,stella,0.6664846484524554,true,true,2673.67681,38694347.0,28850.0
a-3-2,Bioinformatics,Transcriptomics,medium,toolsgenie,1.0,true,true,62.251368,22078.0,2602.0
a-3-3,Bioinformatics,Transcriptomics,medium,biomni,0.4752715121136173,false,true,331.48122,168308.0,7505.0
a-3-3,Bioinformatics,Transcriptomics,medium,stella,0.999999999999997,true,true,2424.163812,13714395.0,57249.0
a-3-3,Bioinformatics,Transcriptomics,medium,toolsgenie,0.0,false,true,608.875035,137999.0,16375.0
a-3-4,Bioinformatics,Transcriptomics,medium,biomni,0.44,false,true,124.502932,81067.0,6589.0
a-3-4,Bioinformatics,Transcriptomics,medium,stella,0.43,false,true,113.698802,625049.0,21951.0
a-3-4,Bioinformatics,Transcriptomics,medium,toolsgenie,0.48,false,true,77.060662,29300.0,3342.0
a-3-5,Bioinformatics,Transcriptomics,high,biomni,0.1767847633201746,false,true,267.241128,317661.0,10179.0
a-3-5,Bioinformatics,Transcriptomics,high,stella,0.0,false,false,151.127127,1785115.0,35050.0
a-3-5,Bioinformatics,Transcriptomics,high,toolsgenie,0.3226083226083226,false,true,150.725481,103725.0,9140.0
a-3-6,Bioinformatics,Transcriptomics,high,biomni,0.0,false,true,91.875049,63985.0,4510.0
a-3-6,Bioinformatics,Transcriptomics,high,stella,0.0,false,false,493.994403,3052365.0,44353.0
a-3-6,Bioinformatics,Transcriptomics,high,toolsgenie,0.0,false,true,156.529375,61137.0,5662.0
a-3-7,Bioinformatics,Transcriptomics,low,biomni,0.4340718468641948,false,true,86.467299,65692.0,4243.0
a-3-7,Bioinformatics,Transcriptomics,low,stella,0.5449320680228975,true,true,62.451591,123355.0,9512.0
a-3-7,Bioinformatics,Transcriptomics,low,toolsgenie,0.4340718468641948,false,true,65.254374,29810.0,3317.0
a-3-8,Bioinformatics,Transcriptomics,medium,biomni,0.01643108495374763,false,true,446.590392,740656.0,41981.0
a-3-8,Bioinformatics,Transcriptomics,medium,stella,0.8777215058126004,true,true,323.053151,1072625.0,14855.0
a-3-8,Bioinformatics,Transcriptomics,medium,toolsgenie,0.9959398336144341,true,true,157.52743,55975.0,4891.0
a-3-9,Bioinformatics,Transcriptomics,high,biomni,1.0,true,true,83.937956,46978.0,3917.0
a-3-9,Bioinformatics,Transcriptomics,high,stella,0.0,false,false,65.050119,142480.0,10050.0
a-3-9,Bioinformatics,Transcriptomics,high,toolsgenie,1.0,true,true,54.641001,25050.0,3570.0
a-4-1,Bioinformatics,Epigenomics,medium,biomni,0.7363095238095239,true,true,81.265834,62750.0,3458.0
a-4-1,Bioinformatics,Epigenomics,medium,stella,1.0,true,true,594.487135,2836217.0,15280.0
a-4-1,Bioinformatics,Epigenomics,medium,toolsgenie,0.2008329477093938,false,true,362.488583,97919.0,13140.0
a-4-10,Bioinformatics,Epigenomics,medium,biomni,0.7397707748253207,true,true,105.686453,113730.0,5752.0
a-4-10,Bioinformatics,Epigenomics,medium,stella,0.9429395979201608,true,true,80.672108,733601.0,16437.0
a-4-10,Bioinformatics,Epigenomics,medium,toolsgenie,1.0,true,true,210.768863,68821.0,7500.0
a-4-2,Bioinformatics,Epigenomics,medium,biomni,0.0,false,true,1041.240942,255181.0,9054.0
a-4-2,Bioinformatics,Epigenomics,medium,stella,0.9999999999999961,true,true,1422.311992,1266251.0,12485.0
a-4-2,Bioinformatics,Epigenomics,medium,toolsgenie,0.2167155425219941,false,true,173.782557,82752.0,5174.0
a-4-4,Bioinformatics,Epigenomics,medium,biomni,0.08,false,true,172.43942,103448.0,4937.0
a-4-4,Bioinformatics,Epigenomics,medium,stella,0.03,false,true,501.267948,5914424.0,46117.0
